species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
akk_GCF_000020225.1	MGYG000003927	mutualism	0.0073	0.089986	0.089974	5	6	0.6829268292682927	3.1
akk_GCF_018847015.1	MGYG000001944	mutualism	0.0088	0.038764	0.038417	3	7	0.625	2.3
akk_GCF_018847155.1	MGYG000002162	mutualism	0.0084	0.199747	0.199892	4	8	0.27586206896551724	1.5
akk_GCF_018847155.1	MGYG000004019	competition	0.1686	-0.368974	-0.368971	3	4	0.7567567567567568	1.1
akk_GCF_018847155.1	MGYG000000424	competition	0.0604	-0.123734	-0.123733	3	7	0.6829268292682927	3.1
akk_GCF_000020225.1	MGYG000001640	competition	0.0144	-0.215709	-0.215711	6	3	0.7368421052631579	2.2
akk_GCF_018847015.1	MGYG000000004	competition	0.0166	-0.131810	-0.131800	6	7	0.6382978723404256	2.7
akk_GCF_018847015.1	MGYG000002074	mutualism	0.0030	0.028223	0.028202	6	5	0.5652173913043478	3.0
akk_GCF_018847015.1	MGYG000000725	competition	0.0220	-0.103355	-0.103371	6	5	0.6521739130434783	2.3
akk_GCF_018847155.1	MGYG000002534	competition	0.0287	-0.274350	-0.274344	9	3	0.6896551724137931	1.5
akk_GCF_023516715.1	MGYG000001361	competition	0.0189	-0.045362	-0.045376	8	5	0.5714285714285714	2.4
akk_GCF_018847015.1	MGYG000002324	competition	0.1288	-0.271134	-0.271125	4	9	0.5	3.8
akk_GCF_026072915.1	MGYG000004615	mutualism	0.0103	0.013807	0.013803	3	10	0.56	1.8
akk_GCF_018847155.1	MGYG000000522	mutualism	0.0206	0.314361	0.314351	8	5	0.32	1.7
akk_GCF_023516715.1	MGYG000001674	mutualism	0.0096	0.143308	0.143554	10	13	0.5333333333333333	1.4
akk_GCF_023516715.1	MGYG000003632	competition	0.0515	-0.066852	-0.066894	3	9	0.5909090909090909	3.6
akk_GCF_000020225.1	MGYG000002556	competition	0.0314	-0.177384	-0.177400	4	7	0.6666666666666666	2.1
akk_GCF_023516715.1	MGYG000004119	mutualism	0.0029	0.198426	0.198360	4	12	0.5517241379310345	1.6
akk_GCF_023516715.1	MGYG000003077	competition	0.0434	-0.229318	-0.229317	3	6	0.6521739130434783	2.0
akk_GCF_018847015.1	MGYG000004153	mutualism	0.0301	0.082780	0.082786	5	8	0.5306122448979592	2.3
akk_GCF_018847135.1	MGYG000004171	mutualism	0.0160	0.163273	0.163271	6	6	0.5777777777777777	3.3
akk_GCF_018847015.1	MGYG000001590	competition	0.0229	-0.269439	-0.269448	6	4	0.6976744186046512	2.2
akk_GCF_018847135.1	MGYG000002594	competition	0.0319	-0.204715	-0.204712	4	5	0.6511627906976745	2.8
akk_GCF_000020225.1	MGYG000002129	competition	0.0331	-0.131476	-0.131474	3	11	0.5	1.7
akk_GCF_023516715.1	MGYG000004482	mutualism	0.0104	0.026278	0.026266	8	8	0.6153846153846154	3.0
akk_GCF_018847155.1	MGYG000000302	competition	0.1158	-0.260888	-0.260884	4	7	0.5909090909090909	1.9
akk_GCF_018847135.1	MGYG000002697	mutualism	0.0039	0.277637	0.277566	4	8	0.7083333333333334	1.9
akk_GCF_018847015.1	MGYG000001674	mutualism	0.0056	0.258849	0.259087	5	13	0.4918032786885246	0.7
akk_GCF_026072915.1	MGYG000004163	mutualism	0.0383	0.064348	0.064347	5	5	0.6222222222222222	2.3
akk_GCF_018847135.1	MGYG000004362	competition	0.0222	-0.203139	-0.203136	3	12	0.5333333333333333	2.6
akk_GCF_026072915.1	MGYG000000748	mutualism	0.0087	0.202961	0.202933	6	10	0.5769230769230769	0.8
akk_GCF_000020225.1	MGYG000001596	competition	0.3654	-0.306721	-0.306717	3	6	0.75	2.4
akk_GCF_018847135.1	MGYG000003567	mutualism	0.0183	0.255325	0.255325	6	5	0.6122448979591837	2.0
akk_GCF_018847135.1	MGYG000003486	competition	0.0590	-0.070003	-0.070000	9	6	0.6046511627906976	3.7
akk_GCF_026072915.1	MGYG000002131	competition	0.0332	-0.182012	-0.182013	3	5	0.6511627906976745	2.3
akk_GCF_018847135.1	MGYG000001784	mutualism	0.0044	0.176361	0.176355	9	3	0.6829268292682927	1.0
akk_GCF_023516715.1	MGYG000002651	mutualism	0.0125	0.010246	0.010218	4	5	0.6956521739130435	2.2
akk_GCF_018847135.1	MGYG000004165	mutualism	0.0152	0.043845	0.043828	7	8	0.5769230769230769	2.1
akk_GCF_026072915.1	MGYG000004454	mutualism	0.0072	0.014342	0.014322	10	6	0.6	3.6
akk_GCF_018847015.1	MGYG000001012	mutualism	0.0065	0.066274	0.066265	9	12	0.5818181818181818	2.1
akk_GCF_018847015.1	MGYG000002444	competition	0.1182	-0.226489	-0.226492	4	4	0.7317073170731707	2.3
akk_GCF_018847135.1	MGYG000004253	mutualism	0.0277	0.022077	0.022075	7	4	0.6829268292682927	2.4
akk_GCF_018847015.1	MGYG000000632	mutualism	0.0097	0.033594	0.033562	8	6	0.5769230769230769	2.2
akk_GCF_023516715.1	MGYG000001230	competition	0.0692	-0.133643	-0.133645	5	7	0.7111111111111111	3.1
akk_GCF_026072915.1	MGYG000002446	mutualism	0.0139	0.394329	0.394314	6	3	0.4	1.0
akk_GCF_023516715.1	MGYG000001238	mutualism	0.0218	0.001727	0.001726	7	6	0.6222222222222222	0.9
akk_GCF_018847135.1	MGYG000000085	competition	0.0286	-0.188589	-0.188583	5	6	0.6222222222222222	2.2
akk_GCF_018847135.1	MGYG000002162	mutualism	0.0083	0.316100	0.316239	4	6	0.3333333333333333	0.8
akk_GCF_026072915.1	MGYG000003654	mutualism	0.0344	0.042487	0.042485	3	10	0.5925925925925926	3.4
akk_GCF_026072915.1	MGYG000002807	competition	0.0258	-0.126788	-0.126790	5	8	0.7111111111111111	2.0
akk_GCF_023516715.1	MGYG000001828	mutualism	0.0076	0.138979	0.138952	5	11	0.5614035087719298	1.4
akk_GCF_018847135.1	MGYG000002440	mutualism	0.0205	0.128588	0.128586	8	7	0.6363636363636364	2.1
akk_GCF_018847015.1	MGYG000000921	mutualism	0.0396	0.171358	0.171352	6	7	0.6122448979591837	2.2
akk_GCF_023516715.1	MGYG000003852	competition	0.0224	-0.057483	-0.057496	4	10	0.5333333333333333	2.2
akk_GCF_026072915.1	MGYG000002789	competition	0.1275	-0.291787	-0.291783	2	12	0.5283018867924528	3.6
akk_GCF_000020225.1	MGYG000001956	competition	0.0478	-0.155276	-0.155274	6	8	0.6363636363636364	2.2
akk_GCF_026072915.1	MGYG000000504	competition	0.0214	-0.186588	-0.186592	6	3	0.65	2.1
akk_GCF_026072915.1	MGYG000002594	competition	0.0221	-0.204074	-0.204071	5	7	0.6046511627906976	1.4
akk_GCF_018847155.1	MGYG000000310	competition	0.0582	-0.137302	-0.137304	7	10	0.5652173913043478	2.1
akk_GCF_018847015.1	MGYG000002162	mutualism	0.0086	0.371900	0.371998	4	5	0.3225806451612903	2.3
akk_GCF_026072915.1	MGYG000003931	mutualism	0.0343	0.027121	0.027117	4	3	0.6976744186046512	1.8
akk_GCF_018847015.1	MGYG000000560	mutualism	0.0272	0.055599	0.055565	10	9	0.5777777777777777	1.0
akk_GCF_023516715.1	MGYG000001417	competition	0.0985	-0.222653	-0.222650	3	3	0.7647058823529411	3.5
akk_GCF_026072915.1	MGYG000003813	mutualism	0.0038	0.118301	0.118284	5	11	0.5818181818181818	0.9
akk_GCF_023516715.1	MGYG000001577	mutualism	0.0171	0.004572	0.004566	6	7	0.5416666666666666	3.5
akk_GCF_018847155.1	MGYG000004025	competition	0.0368	-0.017969	-0.017913	1	14	0.5245901639344263	1.0
akk_GCF_000020225.1	MGYG000001857	competition	0.0572	-0.268509	-0.268508	4	5	0.631578947368421	2.3
akk_GCF_018847015.1	MGYG000001577	competition	0.0188	-0.034805	-0.034807	6	8	0.5714285714285714	1.0
akk_GCF_026072915.1	MGYG000001674	mutualism	0.0044	0.164564	0.164821	4	13	0.5	0.9
akk_GCF_018847135.1	MGYG000000072	mutualism	0.0276	0.095544	0.095545	9	2	0.6842105263157895	2.3
akk_GCF_018847135.1	MGYG000000490	competition	0.0236	-0.020797	-0.020796	6	9	0.5454545454545454	3.1
akk_GCF_023516715.1	MGYG000001637	mutualism	0.0283	0.004202	0.004177	5	7	0.6511627906976745	2.4
akk_GCF_018847015.1	MGYG000003747	competition	0.0118	-0.214109	-0.214100	5	7	0.6190476190476191	2.5
akk_GCF_018847135.1	MGYG000002030	competition	0.0297	-0.090309	-0.090313	4	11	0.576271186440678	1.6
akk_GCF_018847015.1	MGYG000001591	mutualism	0.0208	0.329695	0.015665	7	4	0.6153846153846154	1.1
akk_GCF_023516715.1	MGYG000000886	competition	0.0949	-0.166975	-0.166973	4	5	0.6222222222222222	3.8
akk_GCF_018847015.1	MGYG000002449	mutualism	0.0217	0.063271	0.031829	8	4	0.6666666666666666	2.8
akk_GCF_023516715.1	MGYG000002258	mutualism	0.0544	0.142332	0.142331	4	7	0.6666666666666666	2.3
akk_GCF_000020225.1	MGYG000002697	mutualism	0.0019	0.001720	0.001632	4	9	0.6808510638297872	0.9
akk_GCF_023516715.1	MGYG000000677	mutualism	0.0346	0.128921	0.128924	6	7	0.6274509803921569	1.9
akk_GCF_000020225.1	MGYG000000466	mutualism	0.0052	0.175205	0.175011	4	15	0.4827586206896552	1.8
akk_GCF_023516715.1	MGYG000004329	competition	0.1495	-0.344645	-0.344644	1	4	0.6511627906976745	4.1
akk_GCF_018847015.1	MGYG000003750	competition	0.0325	-0.213779	-0.213779	9	12	0.49122807017543857	1.8
akk_GCF_018847015.1	MGYG000003203	mutualism	0.0090	0.051664	0.051655	7	6	0.56	2.4
akk_GCF_018847015.1	MGYG000004843	mutualism	0.0303	0.002266	0.002261	3	6	0.6956521739130435	2.0
akk_GCF_023516715.1	MGYG000003591	mutualism	0.0478	0.152000	0.152001	4	9	0.5882352941176471	2.0
akk_GCF_018847135.1	MGYG000000536	mutualism	0.0438	0.143103	0.143107	9	9	0.5098039215686274	2.6
akk_GCF_018847015.1	MGYG000003484	mutualism	0.0405	0.049149	0.049155	6	11	0.5490196078431373	2.2
akk_GCF_018847155.1	MGYG000000683	competition	0.1114	-0.189841	-0.189839	5	11	0.56	2.1
akk_GCF_018847135.1	MGYG000002702	mutualism	0.0137	0.319001	0.318914	7	6	0.6521739130434783	2.1
akk_GCF_018847155.1	MGYG000004153	mutualism	0.0406	0.058334	0.058336	3	7	0.5106382978723404	0.9
akk_GCF_018847135.1	MGYG000004503	mutualism	0.0662	0.021383	0.021360	1	6	0.6	1.8
