model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	pfba_time_s
MGYG000003475__gradient_L6_resistant_starch_gapseq	1312	1544	412	bio1	2.478977	1.325523	5.541380
MGYG000003475__gradient_L7_bglucan_gapseq	1312	1544	412	bio1	2.685860	1.330656	5.500050
MGYG000003475__gradient_L8_hmo_gapseq	1312	1544	412	bio1	2.685860	1.246119	5.784943
MGYG000003475__gradient_L9_mos_gapseq	1312	1544	412	bio1	2.829971	1.235932	5.711060
MGYG000003488__gradient_L0_base_gapseq	1186	1336	288	bio1	0.000000	1.049022	0.051131
MGYG000003488__gradient_L1_inulin_gapseq	1186	1336	288	bio1	0.660115	1.146662	4.370843
MGYG000003488__gradient_L2_fos_gapseq	1186	1336	288	bio1	0.660115	1.086752	4.485232
MGYG000003488__gradient_L3_gos_gapseq	1186	1336	288	bio1	0.774607	1.073352	4.330620
MGYG000003488__gradient_L4_xos_gapseq	1186	1336	288	bio1	0.774607	1.173469	4.325700
MGYG000003488__gradient_L5_pectin_gapseq	1186	1336	288	bio1	0.838449	1.057181	4.422067
MGYG000003488__gradient_L6_resistant_starch_gapseq	1186	1336	288	bio1	1.534302	1.061295	4.368004
MGYG000003488__gradient_L7_bglucan_gapseq	1186	1336	288	bio1	1.775361	1.170507	4.339695
MGYG000003488__gradient_L8_hmo_gapseq	1186	1336	288	bio1	1.775361	1.068691	4.607904
MGYG000003488__gradient_L9_mos_gapseq	1186	1336	288	bio1	1.907022	1.071399	4.354466
MGYG000003496__gradient_L0_base_gapseq	1171	1225	246	bio1	0.000000	0.998527	0.044911
MGYG000003496__gradient_L1_inulin_gapseq	1171	1225	246	bio1	0.000000	1.118830	0.045416
MGYG000003496__gradient_L2_fos_gapseq	1171	1225	246	bio1	0.000000	1.013613	0.050776
MGYG000003496__gradient_L3_gos_gapseq	1171	1225	246	bio1	0.298428	1.082796	3.675382
MGYG000003496__gradient_L4_xos_gapseq	1171	1225	246	bio1	0.298428	1.042330	3.728634
MGYG000003496__gradient_L5_pectin_gapseq	1171	1225	246	bio1	0.298428	1.134682	3.712688
MGYG000003496__gradient_L6_resistant_starch_gapseq	1171	1225	246	bio1	0.739090	1.015305	3.793299
MGYG000003496__gradient_L7_bglucan_gapseq	1171	1225	246	bio1	0.739090	1.032883	3.705518
MGYG000003496__gradient_L8_hmo_gapseq	1171	1225	246	bio1	0.739090	1.095102	3.684549
MGYG000003496__gradient_L9_mos_gapseq	1171	1225	246	bio1	0.813700	1.001378	3.694097
MGYG000003503__gradient_L0_base_gapseq	810	856	170	bio1	0.389554	0.659609	1.862268
MGYG000003503__gradient_L1_inulin_gapseq	810	856	170	bio1	0.676127	0.739565	1.906028
MGYG000003503__gradient_L2_fos_gapseq	810	856	170	bio1	0.676127	0.658545	1.878558
MGYG000003503__gradient_L3_gos_gapseq	810	856	170	bio1	0.944791	0.669867	1.980426
MGYG000003503__gradient_L4_xos_gapseq	810	856	170	bio1	0.944791	0.658679	1.881650
MGYG000003503__gradient_L5_pectin_gapseq	810	856	170	bio1	0.976134	0.660326	1.868265
MGYG000003503__gradient_L6_resistant_starch_gapseq	810	856	170	bio1	1.531457	0.731068	1.882457
MGYG000003503__gradient_L7_bglucan_gapseq	810	856	170	bio1	1.531457	0.670300	1.885242
MGYG000003503__gradient_L8_hmo_gapseq	810	856	170	bio1	1.531457	0.672252	1.971807
MGYG000003503__gradient_L9_mos_gapseq	810	856	170	bio1	1.531457	0.659533	1.875803
MGYG000003529__gradient_L0_base_gapseq	1051	1142	208	bio1	0.192804	0.897532	3.150375
MGYG000003529__gradient_L1_inulin_gapseq	1051	1142	208	bio1	0.192804	0.880268	3.232764
MGYG000003529__gradient_L2_fos_gapseq	1051	1142	208	bio1	0.192804	0.900182	3.137009
MGYG000003529__gradient_L3_gos_gapseq	1051	1142	208	bio1	0.192804	0.892722	3.252706
MGYG000003529__gradient_L4_xos_gapseq	1051	1142	208	bio1	0.192804	0.900178	3.181971
MGYG000003529__gradient_L5_pectin_gapseq	1051	1142	208	bio1	0.192804	0.896202	3.248017
MGYG000003529__gradient_L6_resistant_starch_gapseq	1051	1142	208	bio1	0.194795	0.915715	3.131148
MGYG000003529__gradient_L7_bglucan_gapseq	1051	1142	208	bio1	0.202510	0.995492	3.287004
MGYG000003529__gradient_L8_hmo_gapseq	1051	1142	208	bio1	0.202510	0.908901	3.118927
MGYG000003529__gradient_L9_mos_gapseq	1051	1142	208	bio1	0.202510	1.053952	3.154643
MGYG000003532__gradient_L0_base_gapseq	1026	1074	199	bio1	0.045934	0.852766	2.978984
MGYG000003532__gradient_L1_inulin_gapseq	1026	1074	199	bio1	0.045934	0.962815	2.954912
MGYG000003532__gradient_L2_fos_gapseq	1026	1074	199	bio1	0.045934	0.856807	2.961104
MGYG000003532__gradient_L3_gos_gapseq	1026	1074	199	bio1	0.045934	0.957040	2.959255
MGYG000003532__gradient_L4_xos_gapseq	1026	1074	199	bio1	0.045934	0.861882	2.967861
MGYG000003532__gradient_L5_pectin_gapseq	1026	1074	199	bio1	0.045934	0.947985	3.072089
MGYG000003532__gradient_L6_resistant_starch_gapseq	1026	1074	199	bio1	0.195395	0.862396	2.946391
MGYG000003532__gradient_L7_bglucan_gapseq	1026	1074	199	bio1	0.195395	0.996139	2.941265
MGYG000003532__gradient_L8_hmo_gapseq	1026	1074	199	bio1	0.195395	0.855596	2.950071
MGYG000003532__gradient_L9_mos_gapseq	1026	1074	199	bio1	0.195395	0.941328	2.952900
MGYG000003534__gradient_L0_base_gapseq	1070	1153	256	bio1	0.000000	0.954663	0.049682
MGYG000003534__gradient_L1_inulin_gapseq	1070	1153	256	bio1	0.000000	1.049903	0.052546
MGYG000003534__gradient_L2_fos_gapseq	1070	1153	256	bio1	0.000000	0.970828	0.046378
MGYG000003534__gradient_L3_gos_gapseq	1070	1153	256	bio1	0.393573	0.966167	3.450606
MGYG000003534__gradient_L4_xos_gapseq	1070	1153	256	bio1	0.393573	0.977632	3.345415
MGYG000003534__gradient_L5_pectin_gapseq	1070	1153	256	bio1	0.393573	1.184943	3.360769
MGYG000003534__gradient_L6_resistant_starch_gapseq	1070	1153	256	bio1	0.720613	0.988815	3.384114
MGYG000003534__gradient_L7_bglucan_gapseq	1070	1153	256	bio1	0.720613	1.049347	3.327040
MGYG000003534__gradient_L8_hmo_gapseq	1070	1153	256	bio1	0.720613	0.950882	3.432478
MGYG000003534__gradient_L9_mos_gapseq	1070	1153	256	bio1	0.720613	0.955076	3.315789
MGYG000003550__gradient_L0_base_gapseq	1608	1900	481	bio1	0.919197	1.672630	8.552314
MGYG000003550__gradient_L1_inulin_gapseq	1608	1900	481	bio1	1.207951	1.699661	8.502527
MGYG000003550__gradient_L2_fos_gapseq	1608	1900	481	bio1	1.207951	1.678980	8.442078
MGYG000003550__gradient_L3_gos_gapseq	1608	1900	481	bio1	1.497592	1.643283	8.453656
MGYG000003550__gradient_L4_xos_gapseq	1608	1900	481	bio1	1.497592	1.675177	8.439761
MGYG000003550__gradient_L5_pectin_gapseq	1608	1900	481	bio1	1.497592	1.663871	8.426977
MGYG000003550__gradient_L6_resistant_starch_gapseq	1608	1900	481	bio1	2.116035	1.631611	8.663708
MGYG000003550__gradient_L7_bglucan_gapseq	1608	1900	481	bio1	2.320241	1.661897	8.367173
MGYG000003550__gradient_L8_hmo_gapseq	1608	1900	481	bio1	2.320241	1.682978	8.453048
MGYG000003550__gradient_L9_mos_gapseq	1608	1900	481	bio1	2.462297	1.651121	8.398384
MGYG000003551__gradient_L0_base_gapseq	1147	1209	212	bio1	0.000000	1.056436	0.055430
MGYG000003551__gradient_L1_inulin_gapseq	1147	1209	212	bio1	0.000000	0.961712	0.051076
MGYG000003551__gradient_L2_fos_gapseq	1147	1209	212	bio1	0.000000	0.975176	0.050327
MGYG000003551__gradient_L3_gos_gapseq	1147	1209	212	bio1	0.000000	1.054227	0.056560
MGYG000003551__gradient_L4_xos_gapseq	1147	1209	212	bio1	0.000000	0.984382	0.053871
MGYG000003551__gradient_L5_pectin_gapseq	1147	1209	212	bio1	0.000000	1.057748	0.057657
MGYG000003551__gradient_L6_resistant_starch_gapseq	1147	1209	212	bio1	0.000000	0.970371	0.049399
MGYG000003551__gradient_L7_bglucan_gapseq	1147	1209	212	bio1	0.000000	0.996471	0.050045
MGYG000003551__gradient_L8_hmo_gapseq	1147	1209	212	bio1	0.000000	1.081397	0.048788
MGYG000003551__gradient_L9_mos_gapseq	1147	1209	212	bio1	0.000000	0.975128	0.049647
MGYG000003565__gradient_L0_base_gapseq	1140	1199	223	bio1	0.535205	0.960864	3.762292
MGYG000003565__gradient_L1_inulin_gapseq	1140	1199	223	bio1	0.535205	1.052379	3.757989
MGYG000003565__gradient_L2_fos_gapseq	1140	1199	223	bio1	0.535205	0.974022	3.827203
MGYG000003565__gradient_L3_gos_gapseq	1140	1199	223	bio1	0.535205	0.949443	3.780977
MGYG000003565__gradient_L4_xos_gapseq	1140	1199	223	bio1	0.535205	0.962359	3.835005
MGYG000003565__gradient_L5_pectin_gapseq	1140	1199	223	bio1	0.535205	0.963146	3.750732
MGYG000003565__gradient_L6_resistant_starch_gapseq	1140	1199	223	bio1	0.696619	1.042373	3.745514
MGYG000003565__gradient_L7_bglucan_gapseq	1140	1199	223	bio1	0.945111	0.950294	3.786159
MGYG000003565__gradient_L8_hmo_gapseq	1140	1199	223	bio1	0.945111	1.061411	3.765310
MGYG000003565__gradient_L9_mos_gapseq	1140	1199	223	bio1	1.106525	0.957370	3.834890
MGYG000003580__gradient_L0_base_gapseq	556	522	67	bio1	0.000000	0.378848	0.010153
MGYG000003580__gradient_L1_inulin_gapseq	556	522	67	bio1	0.000000	0.387866	0.019588
MGYG000003580__gradient_L2_fos_gapseq	556	522	67	bio1	0.000000	0.372510	0.015242
MGYG000003580__gradient_L3_gos_gapseq	556	522	67	bio1	0.000000	0.372994	0.016714
MGYG000003580__gradient_L4_xos_gapseq	556	522	67	bio1	0.000000	0.375132	0.019736
MGYG000003580__gradient_L5_pectin_gapseq	556	522	67	bio1	0.000000	0.374129	0.015000
MGYG000003580__gradient_L6_resistant_starch_gapseq	556	522	67	bio1	0.000000	0.484530	0.015373
MGYG000003580__gradient_L7_bglucan_gapseq	556	522	67	bio1	0.000000	0.380172	0.020241
MGYG000003580__gradient_L8_hmo_gapseq	556	522	67	bio1	0.000000	0.378846	0.021210
MGYG000003580__gradient_L9_mos_gapseq	556	522	67	bio1	0.000000	0.379516	0.019762
MGYG000003583__gradient_L0_base_gapseq	1226	1361	294	bio1	0.000000	1.091068	0.060592
MGYG000003583__gradient_L1_inulin_gapseq	1226	1361	294	bio1	0.000000	1.218033	0.055573
MGYG000003583__gradient_L2_fos_gapseq	1226	1361	294	bio1	0.000000	1.104245	0.059964
MGYG000003583__gradient_L3_gos_gapseq	1226	1361	294	bio1	0.434447	1.224676	4.564634
MGYG000003583__gradient_L4_xos_gapseq	1226	1361	294	bio1	0.434447	1.111181	4.517551
MGYG000003583__gradient_L5_pectin_gapseq	1226	1361	294	bio1	0.434447	1.271076	4.524781
MGYG000003583__gradient_L6_resistant_starch_gapseq	1226	1361	294	bio1	0.862116	1.184959	4.544860
MGYG000003583__gradient_L7_bglucan_gapseq	1226	1361	294	bio1	1.017614	1.110305	4.526355
MGYG000003583__gradient_L8_hmo_gapseq	1226	1361	294	bio1	1.017614	1.231004	4.567500
MGYG000003583__gradient_L9_mos_gapseq	1226	1361	294	bio1	1.088099	1.180987	4.512450
MGYG000003590__gradient_L0_base_gapseq	1212	1398	305	bio1	0.626511	1.103346	4.835719
MGYG000003590__gradient_L1_inulin_gapseq	1212	1398	305	bio1	0.626511	1.106173	4.696064
MGYG000003590__gradient_L2_fos_gapseq	1212	1398	305	bio1	0.626511	1.185964	4.713522
MGYG000003590__gradient_L3_gos_gapseq	1212	1398	305	bio1	0.726949	1.138845	4.829654
MGYG000003590__gradient_L4_xos_gapseq	1212	1398	305	bio1	0.726949	1.118607	4.695081
MGYG000003590__gradient_L5_pectin_gapseq	1212	1398	305	bio1	0.726949	1.202367	4.705969
MGYG000003590__gradient_L6_resistant_starch_gapseq	1212	1398	305	bio1	1.067994	1.088568	4.768405
MGYG000003590__gradient_L7_bglucan_gapseq	1212	1398	305	bio1	1.067994	1.119787	4.838284
MGYG000003590__gradient_L8_hmo_gapseq	1212	1398	305	bio1	1.067994	1.205769	4.759979
MGYG000003590__gradient_L9_mos_gapseq	1212	1398	305	bio1	1.198005	1.217661	4.716152
MGYG000003597__gradient_L0_base_gapseq	1270	1440	356	bio1	0.000000	1.177041	0.061849
MGYG000003597__gradient_L1_inulin_gapseq	1270	1440	356	bio1	0.000000	1.263059	0.060531
MGYG000003597__gradient_L2_fos_gapseq	1270	1440	356	bio1	0.000000	1.168456	0.051909
MGYG000003597__gradient_L3_gos_gapseq	1270	1440	356	bio1	1.031103	1.264727	4.939254
MGYG000003597__gradient_L4_xos_gapseq	1270	1440	356	bio1	1.073285	1.171466	5.091912
MGYG000003597__gradient_L5_pectin_gapseq	1270	1440	356	bio1	1.073285	1.167219	4.932221
MGYG000003597__gradient_L6_resistant_starch_gapseq	1270	1440	356	bio1	1.553690	1.279728	4.952821
MGYG000003597__gradient_L7_bglucan_gapseq	1270	1440	356	bio1	1.553690	1.239965	4.962622
MGYG000003597__gradient_L8_hmo_gapseq	1270	1440	356	bio1	1.553690	1.166901	5.045882
MGYG000003597__gradient_L9_mos_gapseq	1270	1440	356	bio1	1.628680	1.290924	4.997624
MGYG000003612__gradient_L0_base_gapseq	1395	1575	406	bio1	0.274607	1.387188	6.083315
MGYG000003612__gradient_L1_inulin_gapseq	1395	1575	406	bio1	0.389477	1.265318	6.260939
MGYG000003612__gradient_L2_fos_gapseq	1395	1575	406	bio1	0.389477	1.277035	6.023440
MGYG000003612__gradient_L3_gos_gapseq	1395	1575	406	bio1	0.600892	1.404090	6.047871
MGYG000003612__gradient_L4_xos_gapseq	1395	1575	406	bio1	0.641810	1.356005	6.048581
MGYG000003612__gradient_L5_pectin_gapseq	1395	1575	406	bio1	0.641810	1.403811	6.181381
MGYG000003612__gradient_L6_resistant_starch_gapseq	1395	1575	406	bio1	1.098001	1.257149	6.252660
MGYG000003612__gradient_L7_bglucan_gapseq	1395	1575	406	bio1	1.254535	1.273880	6.050901
MGYG000003612__gradient_L8_hmo_gapseq	1395	1575	406	bio1	1.254535	1.361317	6.081037
MGYG000003612__gradient_L9_mos_gapseq	1395	1575	406	bio1	1.327131	1.376806	6.068830
MGYG000003624__gradient_L0_base_gapseq	1170	1264	251	bio1	0.098025	1.060176	3.985165
MGYG000003624__gradient_L1_inulin_gapseq	1170	1264	251	bio1	0.251612	1.106153	3.947543
MGYG000003624__gradient_L2_fos_gapseq	1170	1264	251	bio1	0.251612	1.129391	3.904957
MGYG000003624__gradient_L3_gos_gapseq	1170	1264	251	bio1	0.251612	1.127688	4.008406
MGYG000003624__gradient_L4_xos_gapseq	1170	1264	251	bio1	0.270960	1.028003	3.875823
MGYG000003624__gradient_L5_pectin_gapseq	1170	1264	251	bio1	0.290315	1.034676	3.995257
MGYG000003624__gradient_L6_resistant_starch_gapseq	1170	1264	251	bio1	0.604833	1.048021	3.893578
MGYG000003624__gradient_L7_bglucan_gapseq	1170	1264	251	bio1	0.604833	1.139615	4.025278
MGYG000003624__gradient_L8_hmo_gapseq	1170	1264	251	bio1	0.604833	1.038116	4.024935
MGYG000003624__gradient_L9_mos_gapseq	1170	1264	251	bio1	0.682253	1.021939	3.920003
MGYG000003626__gradient_L0_base_gapseq	1028	1145	236	bio1	0.000000	0.969264	0.044213
MGYG000003626__gradient_L1_inulin_gapseq	1028	1145	236	bio1	0.000000	0.869784	0.041737
MGYG000003626__gradient_L2_fos_gapseq	1028	1145	236	bio1	0.000000	0.957272	0.042674
MGYG000003626__gradient_L3_gos_gapseq	1028	1145	236	bio1	0.128496	0.906617	3.310489
MGYG000003626__gradient_L4_xos_gapseq	1028	1145	236	bio1	0.128496	0.937156	3.443058
MGYG000003626__gradient_L5_pectin_gapseq	1028	1145	236	bio1	0.128496	0.875312	3.287006
MGYG000003626__gradient_L6_resistant_starch_gapseq	1028	1145	236	bio1	0.128496	0.876575	3.396240
MGYG000003626__gradient_L7_bglucan_gapseq	1028	1145	236	bio1	0.128496	0.895066	3.300723
MGYG000003626__gradient_L8_hmo_gapseq	1028	1145	236	bio1	0.128496	0.961338	3.294007
MGYG000003626__gradient_L9_mos_gapseq	1028	1145	236	bio1	0.128496	0.885394	3.407893
MGYG000003637__gradient_L0_base_gapseq	1131	1165	216	bio1	0.000000	0.919060	0.038185
MGYG000003637__gradient_L1_inulin_gapseq	1131	1165	216	bio1	0.039069	0.906169	3.696977
MGYG000003637__gradient_L2_fos_gapseq	1131	1165	216	bio1	0.039069	0.936569	3.404709
MGYG000003637__gradient_L3_gos_gapseq	1131	1165	216	bio1	0.039069	1.060019	3.418810
MGYG000003637__gradient_L4_xos_gapseq	1131	1165	216	bio1	0.039069	0.923677	3.429962
MGYG000003637__gradient_L5_pectin_gapseq	1131	1165	216	bio1	0.039069	1.002411	3.423044
MGYG000003637__gradient_L6_resistant_starch_gapseq	1131	1165	216	bio1	0.039069	0.912866	3.491616
MGYG000003637__gradient_L7_bglucan_gapseq	1131	1165	216	bio1	0.039069	0.917950	3.403761
MGYG000003637__gradient_L8_hmo_gapseq	1131	1165	216	bio1	0.039069	0.923376	3.537627
MGYG000003637__gradient_L9_mos_gapseq	1131	1165	216	bio1	0.039069	0.914496	3.412943
MGYG000003648__gradient_L0_base_gapseq	1238	1391	338	bio1	0.000000	1.124522	0.067109
MGYG000003648__gradient_L1_inulin_gapseq	1238	1391	338	bio1	0.000000	1.253724	0.140818
MGYG000003648__gradient_L2_fos_gapseq	1238	1391	338	bio1	0.000000	1.111108	0.064626
MGYG000003648__gradient_L3_gos_gapseq	1238	1391	338	bio1	0.000000	1.101381	0.067242
MGYG000003648__gradient_L4_xos_gapseq	1238	1391	338	bio1	0.000000	1.185692	0.065045
MGYG000003648__gradient_L5_pectin_gapseq	1238	1391	338	bio1	0.000000	1.103812	0.064733
MGYG000003648__gradient_L6_resistant_starch_gapseq	1238	1391	338	bio1	0.000000	1.286493	0.072760
MGYG000003648__gradient_L7_bglucan_gapseq	1238	1391	338	bio1	0.000000	1.082173	0.063350
MGYG000003648__gradient_L8_hmo_gapseq	1238	1391	338	bio1	0.000000	1.213237	0.064387
MGYG000003648__gradient_L9_mos_gapseq	1238	1391	338	bio1	0.000000	1.105132	0.069165
MGYG000003651__gradient_L0_base_gapseq	1025	1107	186	bio1	0.000000	0.968607	0.042875
MGYG000003651__gradient_L1_inulin_gapseq	1025	1107	186	bio1	0.000000	0.860787	0.044026
MGYG000003651__gradient_L2_fos_gapseq	1025	1107	186	bio1	0.000000	0.859582	0.048270
MGYG000003651__gradient_L3_gos_gapseq	1025	1107	186	bio1	0.000000	0.916763	0.045198
MGYG000003651__gradient_L4_xos_gapseq	1025	1107	186	bio1	0.368321	0.855768	3.056336
MGYG000003651__gradient_L5_pectin_gapseq	1025	1107	186	bio1	0.368321	0.966888	3.027016
MGYG000003651__gradient_L6_resistant_starch_gapseq	1025	1107	186	bio1	0.680744	0.845449	3.042182
MGYG000003651__gradient_L7_bglucan_gapseq	1025	1107	186	bio1	0.789270	0.939975	3.052427
MGYG000003651__gradient_L8_hmo_gapseq	1025	1107	186	bio1	0.789270	0.891005	3.025331
MGYG000003651__gradient_L9_mos_gapseq	1025	1107	186	bio1	0.828734	0.932689	3.006205
MGYG000003662__gradient_L0_base_gapseq	1268	1451	332	bio1	0.348914	1.308161	5.177085
MGYG000003662__gradient_L1_inulin_gapseq	1268	1451	332	bio1	0.458619	1.149095	5.268861
MGYG000003662__gradient_L2_fos_gapseq	1268	1451	332	bio1	0.458619	1.164338	5.195967
MGYG000003662__gradient_L3_gos_gapseq	1268	1451	332	bio1	0.540898	1.257398	5.186913
MGYG000003662__gradient_L4_xos_gapseq	1268	1451	332	bio1	0.605557	1.245893	5.175095
MGYG000003662__gradient_L5_pectin_gapseq	1268	1451	332	bio1	0.605557	1.166961	5.288131
MGYG000003662__gradient_L6_resistant_starch_gapseq	1268	1451	332	bio1	0.704242	1.166952	5.174891
MGYG000003662__gradient_L7_bglucan_gapseq	1268	1451	332	bio1	0.858998	1.232193	5.180177
MGYG000003662__gradient_L8_hmo_gapseq	1268	1451	332	bio1	0.858998	1.170037	5.304137
MGYG000003662__gradient_L9_mos_gapseq	1268	1451	332	bio1	0.957683	1.170260	5.170312
MGYG000003669__gradient_L0_base_gapseq	754	750	109	bio1	0.000000	0.568212	0.026884
MGYG000003669__gradient_L1_inulin_gapseq	754	750	109	bio1	0.204243	0.704576	1.556073
MGYG000003669__gradient_L2_fos_gapseq	754	750	109	bio1	0.204243	0.585360	1.562064
MGYG000003669__gradient_L3_gos_gapseq	754	750	109	bio1	0.204243	0.581033	1.542438
MGYG000003669__gradient_L4_xos_gapseq	754	750	109	bio1	0.204243	0.751518	1.550334
MGYG000003669__gradient_L5_pectin_gapseq	754	750	109	bio1	0.204243	0.578159	1.536182
MGYG000003669__gradient_L6_resistant_starch_gapseq	754	750	109	bio1	0.306370	0.581033	1.533895
MGYG000003669__gradient_L7_bglucan_gapseq	754	750	109	bio1	0.306370	0.672608	1.556068
MGYG000003669__gradient_L8_hmo_gapseq	754	750	109	bio1	0.306370	0.582291	1.541476
MGYG000003669__gradient_L9_mos_gapseq	754	750	109	bio1	0.306370	0.580646	1.558240
MGYG000003690__gradient_L0_base_gapseq	1170	1374	317	bio1	0.387364	1.204212	4.506488
MGYG000003690__gradient_L1_inulin_gapseq	1170	1374	317	bio1	0.546286	1.139522	4.619687
MGYG000003690__gradient_L2_fos_gapseq	1170	1374	317	bio1	0.546286	1.126208	4.542906
MGYG000003690__gradient_L3_gos_gapseq	1170	1374	317	bio1	0.665478	1.236322	4.525882
MGYG000003690__gradient_L4_xos_gapseq	1170	1374	317	bio1	0.696155	1.153856	4.643961
MGYG000003690__gradient_L5_pectin_gapseq	1170	1374	317	bio1	0.696155	1.141868	4.517067
MGYG000003690__gradient_L6_resistant_starch_gapseq	1170	1374	317	bio1	1.054854	1.256851	4.505606
MGYG000003690__gradient_L7_bglucan_gapseq	1170	1374	317	bio1	1.054854	1.125048	4.656109
MGYG000003690__gradient_L8_hmo_gapseq	1170	1374	317	bio1	1.054854	1.160630	4.555889
MGYG000003690__gradient_L9_mos_gapseq	1170	1374	317	bio1	1.132099	1.259379	4.528180
MGYG000003692__gradient_L0_base_gapseq	1185	1315	319	bio1	0.343821	1.060407	4.175622
MGYG000003692__gradient_L1_inulin_gapseq	1185	1315	319	bio1	0.501000	1.173504	4.164444
MGYG000003692__gradient_L2_fos_gapseq	1185	1315	319	bio1	0.501000	1.063209	4.275588
MGYG000003692__gradient_L3_gos_gapseq	1185	1315	319	bio1	0.648356	1.063103	4.167732
MGYG000003692__gradient_L4_xos_gapseq	1185	1315	319	bio1	0.648356	1.158179	4.175822
MGYG000003692__gradient_L5_pectin_gapseq	1185	1315	319	bio1	0.648356	1.051210	4.276312
MGYG000003692__gradient_L6_resistant_starch_gapseq	1185	1315	319	bio1	0.974995	1.068186	4.167739
MGYG000003692__gradient_L7_bglucan_gapseq	1185	1315	319	bio1	0.974995	1.179585	4.164845
MGYG000003692__gradient_L8_hmo_gapseq	1185	1315	319	bio1	0.974995	1.054060	4.279883
MGYG000003692__gradient_L9_mos_gapseq	1185	1315	319	bio1	1.052438	1.047689	4.162932
MGYG000003693__gradient_L0_base_gapseq	1497	1771	496	bio1	0.000000	1.423140	0.096197
MGYG000003693__gradient_L1_inulin_gapseq	1497	1771	496	bio1	0.000000	1.539548	0.085239
MGYG000003693__gradient_L2_fos_gapseq	1497	1771	496	bio1	0.000000	1.418183	0.190723
MGYG000003693__gradient_L3_gos_gapseq	1497	1771	496	bio1	1.302233	1.445667	7.420914
MGYG000003693__gradient_L4_xos_gapseq	1497	1771	496	bio1	1.389816	1.516583	7.472087
MGYG000003693__gradient_L5_pectin_gapseq	1497	1771	496	bio1	1.423020	1.533970	7.500130
MGYG000003693__gradient_L6_resistant_starch_gapseq	1497	1771	496	bio1	1.899736	1.523931	7.455084
MGYG000003693__gradient_L7_bglucan_gapseq	1497	1771	496	bio1	2.063384	1.527820	7.475107
MGYG000003693__gradient_L8_hmo_gapseq	1497	1771	496	bio1	2.063384	1.547437	7.448949
MGYG000003693__gradient_L9_mos_gapseq	1497	1771	496	bio1	2.167740	1.450160	7.565473
MGYG000003695__gradient_L0_base_gapseq	1434	1676	478	bio1	0.308279	1.429788	6.695709
MGYG000003695__gradient_L1_inulin_gapseq	1434	1676	478	bio1	0.481457	1.398035	6.742889
MGYG000003695__gradient_L2_fos_gapseq	1434	1676	478	bio1	0.481457	1.436984	6.758109
MGYG000003695__gradient_L3_gos_gapseq	1434	1676	478	bio1	0.758474	1.327887	6.906310
MGYG000003695__gradient_L4_xos_gapseq	1434	1676	478	bio1	0.819063	1.345356	6.868177
MGYG000003695__gradient_L5_pectin_gapseq	1434	1676	478	bio1	0.819063	1.341087	6.779463
MGYG000003695__gradient_L6_resistant_starch_gapseq	1434	1676	478	bio1	1.388738	1.334555	6.706479
MGYG000003695__gradient_L7_bglucan_gapseq	1434	1676	478	bio1	1.589287	1.438848	6.752083
MGYG000003695__gradient_L8_hmo_gapseq	1434	1676	478	bio1	1.731612	1.448141	6.776393
MGYG000003695__gradient_L9_mos_gapseq	1434	1676	478	bio1	1.835121	1.414886	6.711657
MGYG000003696__gradient_L0_base_gapseq	1173	1321	341	bio1	0.795027	1.065267	4.455468
MGYG000003696__gradient_L1_inulin_gapseq	1173	1321	341	bio1	1.086579	1.067695	4.346735
MGYG000003696__gradient_L2_fos_gapseq	1173	1321	341	bio1	1.086579	1.160018	4.345160
MGYG000003696__gradient_L3_gos_gapseq	1173	1321	341	bio1	1.379891	1.051682	4.487704
MGYG000003696__gradient_L4_xos_gapseq	1173	1321	341	bio1	1.379891	1.069862	4.416761
MGYG000003696__gradient_L5_pectin_gapseq	1173	1321	341	bio1	1.379891	1.177026	4.394481
MGYG000003696__gradient_L6_resistant_starch_gapseq	1173	1321	341	bio1	1.995402	1.068932	4.490761
MGYG000003696__gradient_L7_bglucan_gapseq	1173	1321	341	bio1	1.995402	1.063167	4.359349
MGYG000003696__gradient_L8_hmo_gapseq	1173	1321	341	bio1	1.995402	1.154352	4.366655
MGYG000003696__gradient_L9_mos_gapseq	1173	1321	341	bio1	2.137614	1.066156	4.471558
MGYG000003708__gradient_L0_base_gapseq	1341	1477	423	bio1	1.064932	1.313565	5.230958
MGYG000003708__gradient_L1_inulin_gapseq	1341	1477	423	bio1	1.232160	1.232040	5.316681
MGYG000003708__gradient_L2_fos_gapseq	1341	1477	423	bio1	1.232160	1.245021	5.180908
MGYG000003708__gradient_L3_gos_gapseq	1341	1477	423	bio1	1.232160	1.341276	5.241927
MGYG000003708__gradient_L4_xos_gapseq	1341	1477	423	bio1	1.232160	1.338792	5.266692
MGYG000003708__gradient_L5_pectin_gapseq	1341	1477	423	bio1	1.232160	1.253607	5.336596
MGYG000003708__gradient_L6_resistant_starch_gapseq	1341	1477	423	bio1	1.365368	1.241035	5.221487
MGYG000003708__gradient_L7_bglucan_gapseq	1341	1477	423	bio1	1.365368	1.328780	5.227508
MGYG000003708__gradient_L8_hmo_gapseq	1341	1477	423	bio1	1.365368	1.322687	5.209656
MGYG000003708__gradient_L9_mos_gapseq	1341	1477	423	bio1	1.365368	1.234445	5.297658
MGYG000003718__gradient_L0_base_gapseq	1093	1159	230	bio1	0.000000	0.928676	0.042742
